	ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS	VOWEL
2092	2198	131	黃鳥	131.2	10	殲我良c人	殲 + 我 + 良 + 人	殲 + 我 + 良 + 人	131.2.c	人	0 0 0 546	i
2094	2200	131	黃鳥	131.2	12	人百其c身	人 + 百 + 其 + 身	人 + 百 + 其 + 身	131.2.c	身	0 0 0 546	i
2097	2203	131	黃鳥	131.3	3	誰從穆公	誰 + 從 + 穆 + 公	誰 + 從 + 穆 + 公		公	0 0 0 0	o
2104	2210	131	黃鳥	131.3	10	殲我良c人	殲 + 我 + 良 + 人	殲 + 我 + 良 + 人	131.3.c	人	0 0 0 549	i
2106	2212	131	黃鳥	131.3	12	人百其c身	人 + 百 + 其 + 身	人 + 百 + 其 + 身	131.3.c	身	0 0 0 549	i
2136	2242	133	無衣	133.3	2	與子同b裳	與 + 子 + 同 + 裳	與 + 子 + 同 + 裳	133.3.b	裳	0 0 0 561	a
2138	2244	133	無衣	133.3	4	修我甲b兵	修 + 我 + 甲 + 兵	修 + 我 + 甲 + 兵	133.3.b	兵	0 0 0 561	a
2139	2245	133	無衣	133.3	5	與子偕b行	與 + 子 + 偕 + 行	與 + 子 + 偕 + 行	133.3.b	行	0 0 0 561	a
2141	2247	134	渭陽	134.1	2	曰至渭a陽	曰 + 至 + 渭 + 陽	曰 + 至 + 渭 + 陽	134.1.a	陽	0 0 0 562	a
2142	2248	134	渭陽	134.1	3	何以贈之	何 + 以 + 贈 + 之	何 + 以 + 贈 + 之		贈	0 0 0 0	ə
2143	2249	134	渭陽	134.1	4	路車乘a黃	路 + 車 + 乘 + 黃	路 + 車 + 乘 + 黃	134.1.a	黃	0 0 0 562	a
2146	2252	134	渭陽	134.2	3	何以贈之	何 + 以 + 贈 + 之	何 + 以 + 贈 + 之		贈	0 0 0 0	ə
2158	2265	136	宛丘	136.1	1	子之a湯兮	子 + 之 + 湯 + 兮	子 + 之 + 湯 + 兮	136.1.a	湯	0 0 567 0	a
2159	2266	136	宛丘	136.1	2	宛丘之a上兮	宛 + 丘 + 之 + 上 + 兮	宛 + 丘 + 之 + 上 + 兮	136.1.a	上	0 0 0 567 0	a
2160	2267	136	宛丘	136.1	3	洵有情兮	洵 + 有 + 情 + 兮	洵 + 有 + 情 + 兮		情	0 0 0 0	e
2161	2268	136	宛丘	136.1	4	而無a望兮	而 + 無 + 望 + 兮	而 + 無 + 望 + 兮	136.1.a	望	0 0 567 0	a
2184	2292	138	衡門	138.1	3	泌之洋洋	泌 + 之 + 洋 + 洋	泌 + 之 + 洋 + 洋		洋	0 0 0 0	a
2187	2295	138	衡門	138.2	2	必河之a魴	必 + 河 + 之 + 魴	必 + 河 + 之 + 魴	138.2.a	魴	0 0 0 575	a
2189	2297	138	衡門	138.2	4	必齊之a姜	必 + 齊 + 之 + 姜	必 + 齊 + 之 + 姜	138.2.a	姜	0 0 0 575	a
2206	2314	140	東門之楊	140.1	1	東門之a?x楊	東 + 門 + 之 + 楊	東 + 門 + 之 + 楊	140.1.a	楊	0 0 0 0	a
2209	2318	140	東門之楊	140.1	5	明星a煌a煌	明 + 星 + 煌 + 煌	明 + 星 + 煌 + 煌	140.1.a	煌	0 0 580 580	a
2210	2320	140	東門之楊	140.2	1	東門之楊	東 + 門 + 之 + 楊	東 + 門 + 之 + 楊		楊	0 0 0 0	a
2216	2328	141	墓門	141.1	3	夫也不良	夫 + 也 + 不 + 良	夫 + 也 + 不 + 良		良	0 0 0 0	a
2222	2334	141	墓門	141.2	3	夫也不良	夫 + 也 + 不 + 良	夫 + 也 + 不 + 良		良	0 0 0 0	a
2256	2370	145	澤陂	145.1	3	有美一人	有 + 美 + 一 + 人	有 + 美 + 一 + 人		人	0 0 0 0	i
2262	2376	145	澤陂	145.2	3	有美一人	有 + 美 + 一 + 人	有 + 美 + 一 + 人		人	0 0 0 0	i
2268	2383	145	澤陂	145.3	4	有美一人	有 + 美 + 一 + 人	有 + 美 + 一 + 人		人	0 0 0 0	i
2276	2392	146	羔裘	146.2	1	羔裘翱a翔	羔 + 裘 + 翱 + 翔	羔 + 裘 + 翱 + 翔	146.2.a	翔	0 0 0 599	a
2277	2393	146	羔裘	146.2	2	狐裘在a堂	狐 + 裘 + 在 + 堂	狐 + 裘 + 在 + 堂	146.2.a	堂	0 0 0 599	a
2279	2395	146	羔裘	146.2	4	我心憂a傷	我 + 心 + 憂 + 傷	我 + 心 + 憂 + 傷	146.2.a	傷	0 0 0 599	a
2329	2448	151	候人	151.1	1	彼候人兮	彼 + 候 + 人 + 兮	彼 + 候 + 人 + 兮		人	0 0 0 0	i
2333	2452	151	候人	151.2	1	維鵜在梁	維 + 鵜 + 在 + 梁	維 + 鵜 + 在 + 梁		梁	0 0 0 0	a
2337	2456	151	候人	151.3	1	維鵜在梁	維 + 鵜 + 在 + 梁	維 + 鵜 + 在 + 梁		梁	0 0 0 0	a
2345	2466	152	鳲鳩	152.1	1	鳲鳩在桑	鳲 + 鳩 + 在 + 桑	鳲 + 鳩 + 在 + 桑		桑	0 0 0 0	a
2350	2472	152	鳲鳩	152.2	1	鳲鳩在桑	鳲 + 鳩 + 在 + 桑	鳲 + 鳩 + 在 + 桑		桑	0 0 0 0	a
2355	2478	152	鳲鳩	152.3	1	鳲鳩在桑	鳲 + 鳩 + 在 + 桑	鳲 + 鳩 + 在 + 桑		桑	0 0 0 0	a
2360	2484	152	鳲鳩	152.4	1	鳲鳩在桑	鳲 + 鳩 + 在 + 桑	鳲 + 鳩 + 在 + 桑		桑	0 0 0 0	a
2363	2487	152	鳲鳩	152.4	4	正是國a人	正 + 是 + 國 + 人	正 + 是 + 國 + 人	152.4.a	人	0 0 0 622	i
2364	2489	152	鳲鳩	152.4	6	胡不萬a年	胡 + 不 + 萬 + 年	胡 + 不 + 萬 + 年	152.4.a	年	0 0 0 622	i
2366	2491	153	下泉	153.1	2	浸彼苞b稂	浸 + 彼 + 苞 + 稂	浸 + 彼 + 苞 + 稂	153.1.b	稂	0 0 0 624	a
2368	2493	153	下泉	153.1	4	念彼周b京	念 + 彼 + 周 + 京	念 + 彼 + 周 + 京	153.1.b	京	0 0 0 624	a
2379	2504	153	下泉	153.4	3	四國有王	四 + 國 + 有 + 王	四 + 國 + 有 + 王		王	0 0 0 0	a
2394	2519	154	七月	154.2	3	春日載b陽	春 + 日 + 載 + 陽	春 + 日 + 載 + 陽	154.2.b	陽	0 0 0 634	a
2395	2520	154	七月	154.2	4	有鳴倉b庚	有 + 鳴 + 倉 + 庚	有 + 鳴 + 倉 + 庚	154.2.b	庚	0 0 0 634	a
2396	2521	154	七月	154.2	5	女執懿b筐	女 + 執 + 懿 + 筐	女 + 執 + 懿 + 筐	154.2.b	筐	0 0 0 634	a
2397	2522	154	七月	154.2	6	遵彼微b行	遵 + 彼 + 微 + 行	遵 + 彼 + 微 + 行	154.2.b	行	0 0 0 634	a
2398	2523	154	七月	154.2	7	爰求柔b桑	爰 + 求 + 柔 + 桑	爰 + 求 + 柔 + 桑	154.2.b	桑	0 0 0 634	a
2405	2530	154	七月	154.3	3	蠶月條b桑	蠶 + 月 + 條 + 桑	蠶 + 月 + 條 + 桑	154.3.b	桑	0 0 0 637	a
2407	2532	154	七月	154.3	5	以伐遠b揚	以 + 伐 + 遠 + 揚	以 + 伐 + 遠 + 揚	154.3.b	揚	0 0 0 637	a
2408	2533	154	七月	154.3	6	猗彼女b桑	猗 + 彼 + 女 + 桑	猗 + 彼 + 女 + 桑	154.3.b	桑	0 0 0 637	a
2411	2536	154	七月	154.3	9	載玄載d黃	載 + 玄 + 載 + 黃	載 + 玄 + 載 + 黃	154.3.d	黃	0 0 0 639	a
2412	2537	154	七月	154.3	10	我朱孔d陽	我 + 朱 + 孔 + 陽	我 + 朱 + 孔 + 陽	154.3.d	陽	0 0 0 639	a
2413	2538	154	七月	154.3	11	為公子d裳	為 + 公 + 子 + 裳	為 + 公 + 子 + 裳	154.3.d	裳	0 0 0 639	a
2421	2546	154	七月	154.4	8	二之日其d同	二 + 之 + 日 + 其 + 同	二 + 之 + 日 + 其 + 同	154.4.d	同	0 0 0 0 643	o
2422	2547	154	七月	154.4	9	載纘武d功	載 + 纘 + 武 + 功	載 + 纘 + 武 + 功	154.4.d	功	0 0 0 643	o
2423	2548	154	七月	154.4	10	言私其d豵	言 + 私 + 其 + 豵	言 + 私 + 其 + 豵	154.4.d	豵	0 0 0 643	o
2424	2549	154	七月	154.4	11	獻豜于d公	獻 + 豜 + 于 + 公	獻 + 豜 + 于 + 公	154.4.d	公	0 0 0 643	o
2453	2578	154	七月	154.7	6	我稼既c同	我 + 稼 + 既 + 同	我 + 稼 + 既 + 同	154.7.c	同	0 0 0 650	o
2454	2579	154	七月	154.7	7	上入執宮c功	上 + 入 + 執 + 宮 + 功	上 + 入 + 執 + 宮 + 功	154.7.c	功	0 0 0 0 650	o
2459	2584	154	七月	154.8	1	二之日鑿冰a沖a沖	二 + 之 + 日 + 鑿 + 冰 + 沖 + 沖	二 + 之 + 日 + 鑿 + 冰 + 沖 + 沖	154.8.a	沖	0 0 0 0 0 653 653	u
2463	2589	154	七月	154.8	6	九月肅c霜	九 + 月 + 肅 + 霜	九 + 月 + 肅 + 霜	154.8.c	霜	0 0 0 655	a
2464	2590	154	七月	154.8	7	十月滌c場	十 + 月 + 滌 + 場	十 + 月 + 滌 + 場	154.8.c	場	0 0 0 655	a
2465	2591	154	七月	154.8	8	朋酒斯c響	朋 + 酒 + 斯 + 響	朋 + 酒 + 斯 + 響	154.8.c	響	0 0 0 655	a
2466	2592	154	七月	154.8	9	曰殺羔c羊	曰 + 殺 + 羔 + 羊	曰 + 殺 + 羔 + 羊	154.8.c	羊	0 0 0 655	a
2467	2593	154	七月	154.8	10	躋彼公c堂	躋 + 彼 + 公 + 堂	躋 + 彼 + 公 + 堂	154.8.c	堂	0 0 0 655	a
2468	2594	154	七月	154.8	11	稱彼兕c觥	稱 + 彼 + 兕 + 觥	稱 + 彼 + 兕 + 觥	154.8.c	觥	0 0 0 655	a
2469	2595	154	七月	154.8	12	萬壽無c疆	萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	154.8.c	疆	0 0 0 655	a
2478	2605	155	鴟鴞	155.2	4	今女下民	今 + 女 + 下 + 民	今 + 女 + 下 + 民		民	0 0 0 0	i
2492	2622	156	東山	156.1	3	我來自a東	我 + 來 + 自 + 東	我 + 來 + 自 + 東	156.1.a	東	0 0 0 660	o
2504	2634	156	東山	156.2	3	我來自a東	我 + 來 + 自 + 東	我 + 來 + 自 + 東	156.2.a	東	0 0 0 664	o
2510	2640	156	東山	156.2	9	町曈鹿d場	町 + 曈 + 鹿 + 場	町 + 曈 + 鹿 + 場	156.2.d	場	0 0 0 667	a
2511	2641	156	東山	156.2	10	熠燿宵d行	熠 + 燿 + 宵 + 行	熠 + 燿 + 宵 + 行	156.2.d	行	0 0 0 667	a
2516	2646	156	東山	156.3	3	我來自a東	我 + 來 + 自 + 東	我 + 來 + 自 + 東	156.3.a	東	0 0 0 669	o
2525	2655	156	東山	156.3	12	于今三c年	于 + 今 + 三 + 年	于 + 今 + 三 + 年	156.3.c	年	0 0 0 671	i
2528	2658	156	東山	156.4	3	我來自a東	我 + 來 + 自 + 東	我 + 來 + 自 + 東	156.4.a	東	0 0 0 672	o
2540	2670	157	破斧	157.1	3	周公東征	周 + 公 + 東 + 征	周 + 公 + 東 + 征		征	0 0 0 0	e
2541	2671	157	破斧	157.1	4	四國是a皇	四 + 國 + 是 + 皇	四 + 國 + 是 + 皇	157.1.a	皇	0 0 0 676	a
2543	2673	157	破斧	157.1	6	亦孔之a將	亦 + 孔 + 之 + 將	亦 + 孔 + 之 + 將	157.1.a	將	0 0 0 676	a
2546	2676	157	破斧	157.2	3	周公東征	周 + 公 + 東 + 征	周 + 公 + 東 + 征		征	0 0 0 0	e
2552	2682	157	破斧	157.3	3	周公東征	周 + 公 + 東 + 征	周 + 公 + 東 + 征		征	0 0 0 0	e
2565	2695	159	九罭	159.1	2	鱒a魴	鱒 + 魴	鱒 + 魴	159.1.a	魴	0 681	a
2567	2697	159	九罭	159.1	4	袞衣繡a裳	袞 + 衣 + 繡 + 裳	袞 + 衣 + 繡 + 裳	159.1.a	裳	0 0 0 681	a
2585	2715	161	鹿鳴	161.1	1	呦呦鹿a鳴	呦 + 呦 + 鹿 + 鳴	呦 + 呦 + 鹿 + 鳴	161.1.a	鳴	0 0 0 688	e
2586	2716	161	鹿鳴	161.1	2	食野之a苹	食 + 野 + 之 + 苹	食 + 野 + 之 + 苹	161.1.a	苹	0 0 0 688	e
2590	2720	161	鹿鳴	161.1	6	承筐是b將	承 + 筐 + 是 + 將	承 + 筐 + 是 + 將	161.1.b	將	0 0 0 689	a
2592	2722	161	鹿鳴	161.1	8	示我周b?x行	示 + 我 + 周 + 行	示 + 我 + 周 + 行	161.1.b	行	0 0 0 0	a
2593	2723	161	鹿鳴	161.2	1	呦呦鹿鳴	呦 + 呦 + 鹿 + 鳴	呦 + 呦 + 鹿 + 鳴		鳴	0 0 0 0	e
2601	2731	161	鹿鳴	161.3	1	呦呦鹿鳴	呦 + 呦 + 鹿 + 鳴	呦 + 呦 + 鹿 + 鳴		鳴	0 0 0 0	e
2655	2789	164	常棣	164.1	3	凡今之人	凡 + 今 + 之 + 人	凡 + 今 + 之 + 人		人	0 0 0 0	i
2663	2797	164	常棣	164.3	3	每有良朋	每 + 有 + 良 + 朋	每 + 有 + 良 + 朋		朋	0 0 0 0	ə
2667	2801	164	常棣	164.4	3	每有良朋	每 + 有 + 良 + 朋	每 + 有 + 良 + 朋		朋	0 0 0 0	ə
2668	2802	164	常棣	164.4	4	烝也無a戎	烝 + 也 + 無 + 戎	烝 + 也 + 無 + 戎	164.4.a	戎	0 0 0 708	u
2669	2803	164	常棣	164.5	1	喪亂既a平	喪 + 亂 + 既 + 平	喪 + 亂 + 既 + 平	164.5.a	平	0 0 0 709	e
2670	2804	164	常棣	164.5	2	既安且a寧	既 + 安 + 且 + 寧	既 + 安 + 且 + 寧	164.5.a	寧	0 0 0 709	e
2672	2806	164	常棣	164.5	4	不如友a生	不 + 如 + 友 + 生	不 + 如 + 友 + 生	164.5.a	生	0 0 0 709	e
2685	2819	165	伐木	165.1	1	伐木a丁a丁	伐 + 木 + 丁 + 丁	伐 + 木 + 丁 + 丁	165.1.a	丁	0 0 714 714	e
2689	2825	165	伐木	165.1	7	嚶其鳴矣	嚶 + 其 + 鳴 + 矣	嚶 + 其 + 鳴 + 矣		鳴	0 0 0 0	e
2690	2826	165	伐木	165.1	8	求其友c?a聲	求 + 其 + 友 + 聲	求 + 其 + 友 + 聲	165.1.c	聲	0 0 0 0	e
2692	2828	165	伐木	165.1	10	猶求友c?a聲	猶 + 求 + 友 + 聲	猶 + 求 + 友 + 聲	165.1.c	聲	0 0 0 0	e
2693	2829	165	伐木	165.1	11	矧伊人矣	矧 + 伊 + 人 + 矣	矧 + 伊 + 人 + 矣		人	0 0 0 0	i
2694	2830	165	伐木	165.1	12	不求友c?a生	不 + 求 + 友 + 生	不 + 求 + 友 + 生	165.1.c	生	0 0 0 0	e
2695	2831	165	伐木	165.1	13	神之聽之	神 + 之 + 聽 + 之	神 + 之 + 聽 + 之		聽	0 0 0 0	e
2696	2832	165	伐木	165.1	14	終和且c?a平	終 + 和 + 且 + 平	終 + 和 + 且 + 平	165.1.c	平	0 0 0 0	e
2734	2870	166	天保	166.3	2	以莫不a興	以 + 莫 + 不 + 興	以 + 莫 + 不 + 興	166.3.a	興	0 0 0 722	ə
2736	2872	166	天保	166.3	4	如岡如a陵	如 + 岡 + 如 + 陵	如 + 岡 + 如 + 陵	166.3.a	陵	0 0 0 722	ə
2738	2874	166	天保	166.3	6	以莫不a增	以 + 莫 + 不 + 增	以 + 莫 + 不 + 增	166.3.a	增	0 0 0 722	ə
2740	2876	166	天保	166.4	2	是用孝a享	是 + 用 + 孝 + 享	是 + 用 + 孝 + 享	166.4.a	享	0 0 0 723	a
2741	2877	166	天保	166.4	3	禴祠烝a?x嘗	禴 + 祠 + 烝 + 嘗	禴 + 祠 + 烝 + 嘗	166.4.a	嘗	0 0 0 0	a
2742	2878	166	天保	166.4	4	于公先a王	于 + 公 + 先 + 王	于 + 公 + 先 + 王	166.4.a	王	0 0 0 723	a
2744	2880	166	天保	166.4	6	萬壽無a疆	萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	166.4.a	疆	0 0 0 723	a
2749	2885	166	天保	166.5	5	群黍百姓	群 + 黍 + 百 + 姓	群 + 黍 + 百 + 姓		姓	0 0 0 0	e
2751	2887	166	天保	166.6	1	如月之a?x恆	如 + 月 + 之 + 恆	如 + 月 + 之 + 恆	166.6.a	恆	0 0 0 0	ə
2752	2888	166	天保	166.6	2	如日之a升	如 + 日 + 之 + 升	如 + 日 + 之 + 升	166.6.a	升	0 0 0 725	ə
2754	2890	166	天保	166.6	4	不騫不a崩	不 + 騫 + 不 + 崩	不 + 騫 + 不 + 崩	166.6.a	崩	0 0 0 725	ə
2756	2892	166	天保	166.6	6	無不爾或a承	無 + 不 + 爾 + 或 + 承	無 + 不 + 爾 + 或 + 承	166.6.a	承	0 0 0 0 725	ə
2771	2908	167	采薇	167.2	8	我戌未d定	我 + 戌 + 未 + 定	我 + 戌 + 未 + 定	167.2.d	定	0 0 0 733	e
2772	2909	167	采薇	167.2	9	靡使歸d聘	靡 + 使 + 歸 + 聘	靡 + 使 + 歸 + 聘	167.2.d	聘	0 0 0 733	e
2774	2911	167	采薇	167.3	2	薇亦b剛止	薇 + 亦 + 剛 + 止	薇 + 亦 + 剛 + 止	167.3.b	剛	0 0 735 0	a
2776	2913	167	采薇	167.3	4	歲亦b陽止	歲 + 亦 + 陽 + 止	歲 + 亦 + 陽 + 止	167.3.b	陽	0 0 735 0	a
2797	2937	167	采薇	167.6	1	昔我往矣	昔 + 我 + 往 + 矣	昔 + 我 + 往 + 矣		往	0 0 0 0	a
2820	2963	168	出車	168.2	8	僕夫b況瘁	僕 + 夫 + 況 + 瘁	僕 + 夫 + 況 + 瘁	168.2.b	況	0 0 745 0	a
2821	2964	168	出車	168.3	1	王命南仲	王 + 命 + 南 + 仲	王 + 命 + 南 + 仲		仲	0 0 0 0	u
2822	2965	168	出車	168.3	2	往城于a方	往 + 城 + 于 + 方	往 + 城 + 于 + 方	168.3.a	方	0 0 0 746	a
2823	2966	168	出車	168.3	3	出車a彭a彭	出 + 車 + 彭 + 彭	出 + 車 + 彭 + 彭	168.3.a	彭	0 0 746 746	a
2824	2968	168	出車	168.3	5	旂旐a央a央	旂 + 旐 + 央 + 央	旂 + 旐 + 央 + 央	168.3.a	央	0 0 746 746	a
2826	2971	168	出車	168.3	8	城彼朔a方	城 + 彼 + 朔 + 方	城 + 彼 + 朔 + 方	168.3.a	方	0 0 0 746	a
2827	2972	168	出車	168.3	9	赫赫南仲	赫 + 赫 + 南 + 仲	赫 + 赫 + 南 + 仲		仲	0 0 0 0	u
2828	2973	168	出車	168.3	10	玁狁于a襄	玁 + 狁 + 于 + 襄	玁 + 狁 + 于 + 襄	168.3.a	襄	0 0 0 746	a
2829	2974	168	出車	168.4	1	昔我往矣	昔 + 我 + 往 + 矣	昔 + 我 + 往 + 矣		往	0 0 0 0	a
2837	2982	168	出車	168.5	1	喓喓草a?k蟲	喓 + 喓 + 草 + 蟲	喓 + 喓 + 草 + 蟲	168.5.a	蟲	0 0 0 0	u
2838	2983	168	出車	168.5	2	趯趯阜a螽	趯 + 趯 + 阜 + 螽	趯 + 趯 + 阜 + 螽	168.5.a	螽	0 0 0 748	u
2840	2985	168	出車	168.5	4	憂心忡a忡	憂 + 心 + 忡 + 忡	憂 + 心 + 忡 + 忡	168.5.a	忡	0 0 0 748	u
2842	2987	168	出車	168.5	6	我心則a降	我 + 心 + 則 + 降	我 + 心 + 則 + 降	168.5.a	降	0 0 0 748	u
2843	2988	168	出車	168.5	7	赫赫南仲	赫 + 赫 + 南 + 仲	赫 + 赫 + 南 + 仲		仲	0 0 0 0	u
2844	2989	168	出車	168.5	8	薄伐西a戎	薄 + 伐 + 西 + 戎	薄 + 伐 + 西 + 戎	168.5.a	戎	0 0 0 748	u
2851	3000	168	出車	168.6	11	赫赫南仲	赫 + 赫 + 南 + 仲	赫 + 赫 + 南 + 仲		仲	0 0 0 0	u
2857	3006	169	杕杜	169.1	5	日月c陽止	日 + 月 + 陽 + 止	日 + 月 + 陽 + 止	169.1.c	陽	0 0 752 0	a
2858	3007	169	杕杜	169.1	6	女心c傷止	女 + 心 + 傷 + 止	女 + 心 + 傷 + 止	169.1.c	傷	0 0 752 0	a
2921	3076	172	南山有臺	172.2	1	南山有a桑	南 + 山 + 有 + 桑	南 + 山 + 有 + 桑	172.2.a	桑	0 0 0 774	a
2922	3077	172	南山有臺	172.2	2	北山有a楊	北 + 山 + 有 + 楊	北 + 山 + 有 + 楊	172.2.a	楊	0 0 0 774	a
2924	3079	172	南山有臺	172.2	4	邦家之a光	邦 + 家 + 之 + 光	邦 + 家 + 之 + 光	172.2.a	光	0 0 0 774	a
2926	3081	172	南山有臺	172.2	6	萬壽無a疆	萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	172.2.a	疆	0 0 0 774	a
2954	3110	173	蓼蕭	173.2	5	為龍為a光	為 + 龍 + 為 + 光	為 + 龍 + 為 + 光	173.2.a	光	0 0 0 779	a
2956	3112	173	蓼蕭	173.2	7	壽考不a忘	壽 + 考 + 不 + 忘	壽 + 考 + 不 + 忘	173.2.a	忘	0 0 0 779	a
2964	3121	173	蓼蕭	173.4	2	零露a濃a濃	零 + 露 + 濃 + 濃	零 + 露 + 濃 + 濃	173.4.a	濃	0 0 781 781	o
2966	3124	173	蓼蕭	173.4	5	鞗革a沖a沖	鞗 + 革 + 沖 + 沖	鞗 + 革 + 沖 + 沖	173.4.a	沖	0 0 781 781	u
2968	3128	173	蓼蕭	173.4	9	萬福攸a同	萬 + 福 + 攸 + 同	萬 + 福 + 攸 + 同	173.4.a	同	0 0 0 781	o
2986	3146	175	彤弓	175.1	2	受言a藏之	受 + 言 + 藏 + 之	受 + 言 + 藏 + 之	175.1.a	藏	0 0 786 0	a
2990	3150	175	彤弓	175.1	6	一朝a饗之	一 + 朝 + 饗 + 之	一 + 朝 + 饗 + 之	175.1.a	饗	0 0 786 0	a
3012	3172	176	菁菁者莪	176.3	2	在彼中a陵	在 + 彼 + 中 + 陵	在 + 彼 + 中 + 陵	176.3.a	陵	0 0 0 791	ə
3014	3174	176	菁菁者莪	176.3	4	錫我百a朋	錫 + 我 + 百 + 朋	錫 + 我 + 百 + 朋	176.3.a	朋	0 0 0 791	ə
3025	3187	177	六月	177.1	9	王于出征	王 + 于 + 出 + 征	王 + 于 + 出 + 征		征	0 0 0 0	e
3031	3193	177	六月	177.2	5	我服既成	我 + 服 + 既 + 成	我 + 服 + 既 + 成		成	0 0 0 0	e
3033	3195	177	六月	177.2	7	王于出征	王 + 于 + 出 + 征	王 + 于 + 出 + 征		征	0 0 0 0	e
3035	3197	177	六月	177.3	1	四牡脩廣	四 + 牡 + 脩 + 廣	四 + 牡 + 脩 + 廣		廣	0 0 0 0	a
3038	3200	177	六月	177.3	4	以奏膚a公	以 + 奏 + 膚 + 公	以 + 奏 + 膚 + 公	177.3.a	公	0 0 0 797	o
3044	3207	177	六月	177.4	3	侵鎬及b方	侵 + 鎬 + 及 + 方	侵 + 鎬 + 及 + 方	177.4.b	方	0 0 0 800	a
3045	3208	177	六月	177.4	4	至于涇b陽	至 + 于 + 涇 + 陽	至 + 于 + 涇 + 陽	177.4.b	陽	0 0 0 800	a
3046	3209	177	六月	177.4	5	織文鳥b章	織 + 文 + 鳥 + 章	織 + 文 + 鳥 + 章	177.4.b	章	0 0 0 800	a
3047	3210	177	六月	177.4	6	白旆b央b央	白 + 旆 + 央 + 央	白 + 旆 + 央 + 央	177.4.b	央	0 0 800 800	a
3048	3212	177	六月	177.4	8	元戎十乘	元 + 戎 + 十 + 乘	元 + 戎 + 十 + 乘		乘	0 0 0 0	ə
3049	3213	177	六月	177.4	9	以先啟b行	以 + 先 + 啟 + 行	以 + 先 + 啟 + 行	177.4.b	行	0 0 0 800	a
3067	3231	178	采芑	178.1	2	于彼新b田	于 + 彼 + 新 + 田	于 + 彼 + 新 + 田	178.1.b	田	0 0 0 804	i
3070	3234	178	采芑	178.1	5	其車三b千	其 + 車 + 三 + 千	其 + 車 + 三 + 千	178.1.b	千	0 0 0 804	i
3079	3244	178	采芑	178.2	2	于彼新a田	于 + 彼 + 新 + 田	于 + 彼 + 新 + 田	178.2.a	田	0 0 0 806	i
3080	3245	178	采芑	178.2	3	于此中b鄉	于 + 此 + 中 + 鄉	于 + 此 + 中 + 鄉	178.2.b	鄉	0 0 0 807	a
3082	3247	178	采芑	178.2	5	其車三a千	其 + 車 + 三 + 千	其 + 車 + 三 + 千	178.2.a	千	0 0 0 806	i
3083	3248	178	采芑	178.2	6	旂旐b央b央	旂 + 旐 + 央 + 央	旂 + 旐 + 央 + 央	178.2.b	央	0 0 807 807	a
3085	3251	178	采芑	178.2	9	約軝錯b衡	約 + 軝 + 錯 + 衡	約 + 軝 + 錯 + 衡	178.2.b	衡	0 0 0 807	a
3088	3255	178	采芑	178.2	13	朱芾斯b皇	朱 + 芾 + 斯 + 皇	朱 + 芾 + 斯 + 皇	178.2.b	皇	0 0 0 807	a
3094	3261	178	采芑	178.3	5	其車三a千	其 + 車 + 三 + 千	其 + 車 + 三 + 千	178.3.a	千	0 0 0 808	i
3100	3267	178	采芑	178.3	11	伐鼓d淵d淵	伐 + 鼓 + 淵 + 淵	伐 + 鼓 + 淵 + 淵	178.3.d	淵	0 0 811 811	i
3102	3271	178	采芑	178.4	1	蠢爾蠻荊	蠢 + 爾 + 蠻 + 荊	蠢 + 爾 + 蠻 + 荊		荊	0 0 0 0	e
3114	3283	179	車攻	179.1	1	我車既a攻	我 + 車 + 既 + 攻	我 + 車 + 既 + 攻	179.1.a	攻	0 0 0 814	o
3115	3284	179	車攻	179.1	2	我馬既a同	我 + 馬 + 既 + 同	我 + 馬 + 既 + 同	179.1.a	同	0 0 0 814	o
3116	3285	179	車攻	179.1	3	四牡龐a龐	四 + 牡 + 龐 + 龐	四 + 牡 + 龐 + 龐	179.1.a	龐	0 0 0 814	o
3117	3286	179	車攻	179.1	4	駕言徂a東	駕 + 言 + 徂 + 東	駕 + 言 + 徂 + 東	179.1.a	東	0 0 0 814	o
3132	3302	179	車攻	179.5	3	射夫既b?x同	射 + 夫 + 既 + 同	射 + 夫 + 既 + 同	179.5.b	同	0 0 0 0	o
3140	3314	179	車攻	179.7	7	徒御不b驚	徒 + 御 + 不 + 驚	徒 + 御 + 不 + 驚	179.7.b	驚	0 0 0 820	e
3141	3315	179	車攻	179.7	8	大庖不b盈	大 + 庖 + 不 + 盈	大 + 庖 + 不 + 盈	179.7.b	盈	0 0 0 820	e
3142	3316	179	車攻	179.8	1	之子于a征	之 + 子 + 于 + 征	之 + 子 + 于 + 征	179.8.a	征	0 0 0 821	e
3143	3317	179	車攻	179.8	2	有聞無a聲	有 + 聞 + 無 + 聲	有 + 聞 + 無 + 聲	179.8.a	聲	0 0 0 821	e
3145	3319	179	車攻	179.8	4	展也大a成	展 + 也 + 大 + 成	展 + 也 + 大 + 成	179.8.a	成	0 0 0 821	e
3154	3328	180	吉日	180.2	3	獸之所b同	獸 + 之 + 所 + 同	獸 + 之 + 所 + 同	180.2.b	同	0 0 0 824	o
